original_path,final_path,action,notes
components/admin/FounderCommandPanel.ts,components/admin/FounderCommandPanel.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/admin/ProductModerationList.ts,components/admin/ProductModerationList.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/admin/SellerApplicationReviewPanel.ts,components/admin/SellerApplicationReviewPanel.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/admin/ModerationQueueSummary.ts,components/admin/ModerationQueueSummary.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Toast.ts,components/ui/Toast.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Select.ts,components/ui/Select.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/SectionHeading.ts,components/ui/SectionHeading.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Kbd.ts,components/ui/Kbd.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/EmptyState.ts,components/ui/EmptyState.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Chip.ts,components/ui/Chip.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Avatar.ts,components/ui/Avatar.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Input.ts,components/ui/Input.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/MediaFrame.ts,components/ui/MediaFrame.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/DropdownMenu.ts,components/ui/DropdownMenu.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Textarea.ts,components/ui/Textarea.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/RadioGroup.ts,components/ui/RadioGroup.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Drawer.ts,components/ui/Drawer.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Progress.ts,components/ui/Progress.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/LoadingOverlay.ts,components/ui/LoadingOverlay.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/ErrorState.ts,components/ui/ErrorState.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Badge.ts,components/ui/Badge.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/StatBar.ts,components/ui/StatBar.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Spinner.ts,components/ui/Spinner.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Tooltip.ts,components/ui/Tooltip.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Rating.ts,components/ui/Rating.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Price.ts,components/ui/Price.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/StatusDot.ts,components/ui/StatusDot.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/ConfirmationDialog.ts,components/ui/ConfirmationDialog.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/DataTable.ts,components/ui/DataTable.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/CommandPalette.ts,components/ui/CommandPalette.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/FileDropzone.ts,components/ui/FileDropzone.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Marquee.ts,components/ui/Marquee.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Card.ts,components/ui/Card.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Slider.ts,components/ui/Slider.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Container.ts,components/ui/Container.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Accordion.ts,components/ui/Accordion.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Tabs.ts,components/ui/Tabs.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/FormField.ts,components/ui/FormField.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/CopyButton.ts,components/ui/CopyButton.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/IconButton.ts,components/ui/IconButton.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/LogoMark.ts,components/ui/LogoMark.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Pagination.ts,components/ui/Pagination.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Alert.ts,components/ui/Alert.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/PasswordStrength.ts,components/ui/PasswordStrength.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Button.ts,components/ui/Button.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Label.ts,components/ui/Label.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Surface.ts,components/ui/Surface.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Dialog.ts,components/ui/Dialog.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Checkbox.ts,components/ui/Checkbox.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Breadcrumbs.ts,components/ui/Breadcrumbs.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Skeleton.ts,components/ui/Skeleton.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/VisuallyHidden.ts,components/ui/VisuallyHidden.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/ImagePreview.ts,components/ui/ImagePreview.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Switch.ts,components/ui/Switch.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Timeline.ts,components/ui/Timeline.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/MetricCard.ts,components/ui/MetricCard.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/SearchInput.ts,components/ui/SearchInput.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/QuantitySelector.ts,components/ui/QuantitySelector.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Fieldset.ts,components/ui/Fieldset.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/AspectRatio.ts,components/ui/AspectRatio.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/ui/Separator.ts,components/ui/Separator.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportList.ts,components/review-reports/ReviewReportList.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportStatusBadge.ts,components/review-reports/ReviewReportStatusBadge.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportDetailHeader.ts,components/review-reports/ReviewReportDetailHeader.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportReasonBadge.ts,components/review-reports/ReviewReportReasonBadge.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportResolutionDialog.ts,components/review-reports/ReviewReportResolutionDialog.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportAnalyticsSummary.ts,components/review-reports/ReviewReportAnalyticsSummary.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportTimeline.ts,components/review-reports/ReviewReportTimeline.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportCard.ts,components/review-reports/ReviewReportCard.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/ReviewReportFilters.ts,components/review-reports/ReviewReportFilters.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/review-reports/CreateReviewReportDialog.ts,components/review-reports/CreateReviewReportDialog.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/JournalCard.ts,components/journal/JournalCard.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/RelatedJournalArticles.ts,components/journal/RelatedJournalArticles.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/JournalArticleBody.ts,components/journal/JournalArticleBody.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/JournalGrid.ts,components/journal/JournalGrid.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/FeaturedJournalArticle.ts,components/journal/FeaturedJournalArticle.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/JournalCategoryFilter.ts,components/journal/JournalCategoryFilter.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/JournalArticleHeader.ts,components/journal/JournalArticleHeader.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/journal/JournalShareBar.ts,components/journal/JournalShareBar.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerOrderList.ts,components/seller/SellerOrderList.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/PayoutCard.ts,components/seller/PayoutCard.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/InventoryList.ts,components/seller/InventoryList.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/LowStockAlert.ts,components/seller/LowStockAlert.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerOrderCard.ts,components/seller/SellerOrderCard.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerNavigation.ts,components/seller/SellerNavigation.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerOrderStatusBadge.ts,components/seller/SellerOrderStatusBadge.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/PayoutSummary.ts,components/seller/PayoutSummary.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerProductList.ts,components/seller/SellerProductList.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/TopProductList.ts,components/seller/TopProductList.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/InventoryEditor.ts,components/seller/InventoryEditor.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/PayoutStatusBadge.ts,components/seller/PayoutStatusBadge.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/OrderFulfilmentPanel.ts,components/seller/OrderFulfilmentPanel.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/ProductImageManager.ts,components/seller/ProductImageManager.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/ProductStatusBadge.ts,components/seller/ProductStatusBadge.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerSection.ts,components/seller/SellerSection.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/VariantEditor.ts,components/seller/VariantEditor.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/InventoryStatusBadge.ts,components/seller/InventoryStatusBadge.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerMetricGrid.ts,components/seller/SellerMetricGrid.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/PayoutList.ts,components/seller/PayoutList.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/TopProductCard.ts,components/seller/TopProductCard.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/ProductPricingEditor.ts,components/seller/ProductPricingEditor.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/AnalyticsSummary.ts,components/seller/AnalyticsSummary.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerProductRow.ts,components/seller/SellerProductRow.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/StudioProfileEditor.ts,components/seller/StudioProfileEditor.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/SellerShell.ts,components/seller/SellerShell.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/AnalyticsPeriodSelector.ts,components/seller/AnalyticsPeriodSelector.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/InventoryRow.ts,components/seller/InventoryRow.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/seller/ProductEditorHeader.ts,components/seller/ProductEditorHeader.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
components/providers/AppProviders.ts,components/providers/AppProviders.tsx,ts_to_tsx_rename,Stripped stray leading x artifact; renamed .ts to .tsx because file contains JSX
